run_id,config,seed,n_robots,bid_mode,treat_threshold,rep,energy_capacity_j,status,returncode,wall_s,timeout_s,mission_time_s,sweeps_complete,total_energy_j,max_energy_j,min_energy_j,energy_spread_j,total_distance_m,treatments,weeds_treated_frac,intra_row_treated_frac,precision,redundant_treatments,duplicate_task_treatments,split_brain_awards,reannounce_events,abandon_events,git_sha,git_dirty,out_dir,command
base_s0_n4_distance_r1,base,0,4,distance,0.5,1,22000.0,ok,0,327.53,2400.0,1745,4,40854.0,11758.0,7036.0,4722.0,2985.6,121,0.7721518987341772,0.7962962962962963,0.5041322314049587,29,0,0,0,0,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s0_n4_distance_r1,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=0 bid_mode:=distance treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s0_n4_distance_r1/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s0_n4_distance_r2,base,0,4,distance,0.5,2,22000.0,wall_timeout,0,2405.53,2400.0,,4,58747.0,20049.0,10404.0,9645.0,3533.7,169,0.7341772151898734,0.7592592592592593,0.3431952662721893,33,0,0,96,30,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s0_n4_distance_r2,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=0 bid_mode:=distance treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s0_n4_distance_r2/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s0_n4_confidence_energy_r1,base,0,4,confidence_energy,0.5,1,22000.0,ok,0,374.8,2400.0,2064,4,44643.0,14208.0,6204.0,8004.0,3260.1,129,0.7341772151898734,0.7592592592592593,0.4496124031007752,30,0,0,0,0,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s0_n4_confidence_energy_r1,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=0 bid_mode:=confidence_energy treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s0_n4_confidence_energy_r1/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s0_n4_confidence_energy_r2,base,0,4,confidence_energy,0.5,2,22000.0,ok,0,346.46,2400.0,1931,4,42933.0,13445.0,9255.0,4190.0,3121.4,131,0.759493670886076,0.7222222222222222,0.4580152671755725,35,0,0,5,0,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s0_n4_confidence_energy_r2,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=0 bid_mode:=confidence_energy treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s0_n4_confidence_energy_r2/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s1_n4_distance_r1,base,1,4,distance,0.5,1,22000.0,ok,0,506.82,2400.0,2793,4,60116.0,19670.0,8928.0,10742.0,4460.8,145,0.7721518987341772,0.7407407407407407,0.4206896551724138,26,0,0,0,0,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s1_n4_distance_r1,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=1 bid_mode:=distance treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s1_n4_distance_r1/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s1_n4_distance_r2,base,1,4,distance,0.5,2,22000.0,ok,0,432.29,2400.0,2397,4,56040.0,16532.0,9459.0,7073.0,4145.0,146,0.759493670886076,0.7592592592592593,0.410958904109589,32,0,0,0,0,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s1_n4_distance_r2,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=1 bid_mode:=distance treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s1_n4_distance_r2/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s1_n4_confidence_energy_r1,base,1,4,confidence_energy,0.5,1,22000.0,ok,0,478.4,2400.0,2676,4,55512.0,16910.0,8195.0,8715.0,4132.5,126,0.6962025316455697,0.6666666666666666,0.4365079365079365,23,0,0,0,0,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s1_n4_confidence_energy_r1,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=1 bid_mode:=confidence_energy treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s1_n4_confidence_energy_r1/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s1_n4_confidence_energy_r2,base,1,4,confidence_energy,0.5,2,22000.0,ok,0,391.94,2400.0,2157,4,54685.0,14999.0,12114.0,2885.0,4115.7,119,0.7341772151898734,0.7222222222222222,0.48739495798319327,25,0,0,0,0,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s1_n4_confidence_energy_r2,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=1 bid_mode:=confidence_energy treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s1_n4_confidence_energy_r2/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s2_n4_distance_r1,base,2,4,distance,0.5,1,22000.0,ok,0,357.68,2400.0,1991,4,44035.0,13911.0,9215.0,4696.0,3246.7,116,0.6835443037974683,0.6530612244897959,0.46551724137931033,30,0,1,1,0,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s2_n4_distance_r1,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=2 bid_mode:=distance treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s2_n4_distance_r1/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s2_n4_distance_r2,base,2,4,distance,0.5,2,22000.0,ok,0,344.64,2400.0,1928,4,44508.0,13446.0,10123.0,3323.0,3297.8,113,0.7088607594936709,0.6122448979591837,0.49557522123893805,28,0,0,0,0,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s2_n4_distance_r2,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=2 bid_mode:=distance treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s2_n4_distance_r2/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s2_n4_confidence_energy_r1,base,2,4,confidence_energy,0.5,1,22000.0,ok,0,335.58,2400.0,1810,4,41397.0,12484.0,8606.0,3878.0,3026.4,121,0.7848101265822784,0.7551020408163265,0.512396694214876,31,0,0,3,0,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s2_n4_confidence_energy_r1,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=2 bid_mode:=confidence_energy treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s2_n4_confidence_energy_r1/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s2_n4_confidence_energy_r2,base,2,4,confidence_energy,0.5,2,22000.0,ok,0,313.41,2400.0,1736,4,45466.0,12220.0,10336.0,1884.0,3400.5,109,0.6582278481012658,0.5918367346938775,0.47706422018348627,32,0,0,2,0,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s2_n4_confidence_energy_r2,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=2 bid_mode:=confidence_energy treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s2_n4_confidence_energy_r2/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s3_n4_distance_r1,base,3,4,distance,0.5,1,22000.0,ok,0,447.38,2400.0,2498,4,56308.0,17427.0,12605.0,4822.0,4200.7,130,0.7468354430379747,0.7636363636363637,0.45384615384615384,35,1,4,6,0,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s3_n4_distance_r1,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=3 bid_mode:=distance treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s3_n4_distance_r1/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s3_n4_distance_r2,base,3,4,distance,0.5,2,22000.0,ok,0,396.01,2400.0,2155,4,49610.0,14612.0,10069.0,4543.0,3670.3,128,0.7341772151898734,0.7454545454545455,0.453125,36,0,0,0,0,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s3_n4_distance_r2,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=3 bid_mode:=distance treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s3_n4_distance_r2/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s3_n4_confidence_energy_r1,base,3,4,confidence_energy,0.5,1,22000.0,ok,0,441.96,2400.0,2436,4,54602.0,16917.0,8114.0,8803.0,4052.7,134,0.6835443037974683,0.6909090909090909,0.40298507462686567,41,5,8,4,0,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s3_n4_confidence_energy_r1,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=3 bid_mode:=confidence_energy treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s3_n4_confidence_energy_r1/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s3_n4_confidence_energy_r2,base,3,4,confidence_energy,0.5,2,22000.0,ok,0,363.51,2400.0,2002,4,48715.0,13753.0,10427.0,3326.0,3611.0,126,0.6835443037974683,0.6727272727272727,0.42857142857142855,37,0,0,0,0,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s3_n4_confidence_energy_r2,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=3 bid_mode:=confidence_energy treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s3_n4_confidence_energy_r2/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s4_n4_distance_r1,base,4,4,distance,0.5,1,22000.0,ok,0,505.57,2400.0,2818,4,59487.0,19746.0,7848.0,11898.0,4382.0,155,0.8354430379746836,0.8333333333333334,0.4258064516129032,38,0,0,1,0,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s4_n4_distance_r1,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=4 bid_mode:=distance treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s4_n4_distance_r1/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s4_n4_distance_r2,base,4,4,distance,0.5,2,22000.0,wall_timeout,0,2405.53,2400.0,,4,74169.0,20692.0,14746.0,5946.0,4800.4,180,0.7088607594936709,0.7,0.3111111111111111,31,0,0,144,48,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s4_n4_distance_r2,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=4 bid_mode:=distance treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s4_n4_distance_r2/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s4_n4_confidence_energy_r1,base,4,4,confidence_energy,0.5,1,22000.0,ok,0,478.37,2400.0,2654,4,56998.0,18028.0,8786.0,9242.0,4205.3,147,0.7215189873417721,0.7166666666666667,0.3877551020408163,31,0,0,9,3,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s4_n4_confidence_energy_r1,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=4 bid_mode:=confidence_energy treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s4_n4_confidence_energy_r1/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s4_n4_confidence_energy_r2,base,4,4,confidence_energy,0.5,2,22000.0,ok,0,497.86,2400.0,2772,4,63094.0,19293.0,10434.0,8859.0,4753.0,128,0.620253164556962,0.5833333333333334,0.3828125,31,0,0,0,0,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s4_n4_confidence_energy_r2,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=4 bid_mode:=confidence_energy treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s4_n4_confidence_energy_r2/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s5_n4_distance_r1,base,5,4,distance,0.5,1,22000.0,ok,0,407.62,2400.0,2299,4,42995.0,14388.0,7037.0,7351.0,3099.3,132,0.7088607594936709,0.6607142857142857,0.42424242424242425,24,1,0,6,1,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s5_n4_distance_r1,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=5 bid_mode:=distance treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s5_n4_distance_r1/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s5_n4_distance_r2,base,5,4,distance,0.5,2,22000.0,ok,0,318.95,2400.0,1676,4,34659.0,11143.0,7330.0,3813.0,2501.4,110,0.7468354430379747,0.75,0.5363636363636364,17,0,0,0,0,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s5_n4_distance_r2,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=5 bid_mode:=distance treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s5_n4_distance_r2/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s5_n4_confidence_energy_r1,base,5,4,confidence_energy,0.5,1,22000.0,ok,0,350.71,2400.0,1724,4,35185.0,11898.0,5064.0,6834.0,2567.2,100,0.6835443037974683,0.5892857142857143,0.54,15,0,0,0,0,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s5_n4_confidence_energy_r1,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=5 bid_mode:=confidence_energy treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s5_n4_confidence_energy_r1/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s5_n4_confidence_energy_r2,base,5,4,confidence_energy,0.5,2,22000.0,ok,0,316.42,2400.0,1637,4,38733.0,11504.0,8305.0,3199.0,2841.1,111,0.759493670886076,0.7678571428571429,0.5405405405405406,22,0,0,3,0,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s5_n4_confidence_energy_r2,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=5 bid_mode:=confidence_energy treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s5_n4_confidence_energy_r2/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s6_n4_distance_r1,base,6,4,distance,0.5,1,22000.0,ok,0,407.73,2400.0,2191,4,48326.0,13907.0,9325.0,4582.0,3596.0,114,0.5569620253164557,0.5,0.38596491228070173,21,0,0,1,0,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s6_n4_distance_r1,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=6 bid_mode:=distance treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s6_n4_distance_r1/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s6_n4_distance_r2,base,6,4,distance,0.5,2,22000.0,ok,0,536.73,2400.0,2990,4,49262.0,19084.0,8757.0,10327.0,3590.8,126,0.6582278481012658,0.6071428571428571,0.4126984126984127,27,0,0,0,0,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s6_n4_distance_r2,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=6 bid_mode:=distance treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s6_n4_distance_r2/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s6_n4_confidence_energy_r1,base,6,4,confidence_energy,0.5,1,22000.0,wall_timeout,0,2405.53,2400.0,,4,75770.0,21425.0,14055.0,7370.0,4925.2,185,0.6962025316455697,0.6964285714285714,0.2972972972972973,34,0,0,162,54,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s6_n4_confidence_energy_r1,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=6 bid_mode:=confidence_energy treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s6_n4_confidence_energy_r1/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s6_n4_confidence_energy_r2,base,6,4,confidence_energy,0.5,2,22000.0,ok,0,480.66,2400.0,2634,4,46176.0,18632.0,7038.0,11594.0,3377.3,118,0.6708860759493671,0.6607142857142857,0.4491525423728814,23,0,0,3,1,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s6_n4_confidence_energy_r2,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=6 bid_mode:=confidence_energy treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s6_n4_confidence_energy_r2/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s7_n4_distance_r1,base,7,4,distance,0.5,1,22000.0,ok,0,367.19,2400.0,2001,4,48805.0,13912.0,8046.0,5866.0,3668.5,106,0.6455696202531646,0.6727272727272727,0.4811320754716981,20,0,0,1,0,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s7_n4_distance_r1,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=7 bid_mode:=distance treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s7_n4_distance_r1/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s7_n4_distance_r2,base,7,4,distance,0.5,2,22000.0,ok,0,407.01,2400.0,2251,4,49022.0,15694.0,8870.0,6824.0,3645.0,116,0.6582278481012658,0.6363636363636364,0.4482758620689655,26,0,0,0,0,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s7_n4_distance_r2,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=7 bid_mode:=distance treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s7_n4_distance_r2/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s7_n4_confidence_energy_r1,base,7,4,confidence_energy,0.5,1,22000.0,ok,0,378.57,2400.0,2002,4,47467.0,13806.0,10930.0,2876.0,3569.6,101,0.5949367088607594,0.6181818181818182,0.46534653465346537,19,0,0,0,0,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s7_n4_confidence_energy_r1,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=7 bid_mode:=confidence_energy treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s7_n4_confidence_energy_r1/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s7_n4_confidence_energy_r2,base,7,4,confidence_energy,0.5,2,22000.0,wall_timeout,0,2405.53,2400.0,,4,66814.0,20917.0,12927.0,7990.0,4268.1,145,0.5822784810126582,0.5818181818181818,0.31724137931034485,24,0,0,135,45,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s7_n4_confidence_energy_r2,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=7 bid_mode:=confidence_energy treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s7_n4_confidence_energy_r2/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s8_n4_distance_r1,base,8,4,distance,0.5,1,22000.0,ok,0,350.28,2400.0,1935,4,45463.0,13418.0,9022.0,4396.0,3379.6,112,0.7088607594936709,0.7017543859649122,0.5,24,0,0,0,0,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s8_n4_distance_r1,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=8 bid_mode:=distance treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s8_n4_distance_r1/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s8_n4_distance_r2,base,8,4,distance,0.5,2,22000.0,ok,0,388.44,2400.0,2126,4,50239.0,14318.0,11322.0,2996.0,3722.2,129,0.7215189873417721,0.7192982456140351,0.4418604651162791,27,0,0,3,0,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s8_n4_distance_r2,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=8 bid_mode:=distance treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s8_n4_distance_r2/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s8_n4_confidence_energy_r1,base,8,4,confidence_energy,0.5,1,22000.0,ok,0,437.69,2400.0,2439,4,50490.0,16811.0,9543.0,7268.0,3692.5,141,0.7974683544303798,0.8070175438596491,0.44680851063829785,37,0,0,0,0,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s8_n4_confidence_energy_r1,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=8 bid_mode:=confidence_energy treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s8_n4_confidence_energy_r1/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s8_n4_confidence_energy_r2,base,8,4,confidence_energy,0.5,2,22000.0,ok,0,403.16,2400.0,2242,4,54350.0,15502.0,11208.0,4294.0,4069.6,124,0.7468354430379747,0.7017543859649122,0.47580645161290325,27,0,0,0,0,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s8_n4_confidence_energy_r2,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=8 bid_mode:=confidence_energy treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s8_n4_confidence_energy_r2/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s9_n4_distance_r1,base,9,4,distance,0.5,1,22000.0,ok,0,300.09,2400.0,1631,4,43756.0,11095.0,10748.0,347.0,3245.1,117,0.7341772151898734,0.7457627118644068,0.49572649572649574,30,2,1,4,0,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s9_n4_distance_r1,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=9 bid_mode:=distance treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s9_n4_distance_r1/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s9_n4_distance_r2,base,9,4,distance,0.5,2,22000.0,ok,0,449.8,2400.0,2506,4,57323.0,17298.0,7838.0,9460.0,4244.8,146,0.810126582278481,0.7966101694915254,0.4383561643835616,34,0,0,0,0,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s9_n4_distance_r2,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=9 bid_mode:=distance treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s9_n4_distance_r2/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s9_n4_confidence_energy_r1,base,9,4,confidence_energy,0.5,1,22000.0,ok,0,394.17,2400.0,2177,4,48143.0,15204.0,6335.0,8869.0,3539.2,131,0.7721518987341772,0.7796610169491526,0.46564885496183206,32,0,0,3,1,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s9_n4_confidence_energy_r1,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=9 bid_mode:=confidence_energy treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s9_n4_confidence_energy_r1/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
